,clust,Customer ID,Avg Monthly Long Distance Charges,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check
213,2,9885-CSMWE,18.37,78.45,78.45,0.0,0,18.37,96.82000000000001,0,0,0,0,0,1,1,0,1,0,0
214,0,8058-JMEQO,12.91,84.45,762.5,0.0,0,116.19,878.69,0,0,0,0,0,1,0,1,1,0,0
215,3,7657-DYEPJ,5.75,70.15,2497.35,0.0,0,218.5,2715.85,0,0,0,1,0,0,0,1,0,1,0
216,0,8276-MQBYC,19.49,97.8,4913.3,0.0,0,993.9899999999999,5907.29,0,0,1,0,0,0,0,1,1,0,0
217,3,6015-VVHHE,41.83,83.15,446.05,0.0,0,209.14999999999998,655.2,1,0,0,0,0,0,0,1,0,1,0
218,3,2516-VQRRV,23.46,75.45,158.4,0.0,0,46.92,205.32,1,0,0,0,0,0,0,1,0,1,0
219,1,7580-UGXNC,25.74,54.85,104.2,0.0,0,51.48,155.68,1,0,0,0,0,0,1,0,0,1,0
220,0,5178-LMXOP,4.89,95.1,95.1,0.0,0,4.89,99.99,1,0,0,0,0,0,0,1,1,0,0
221,0,7056-IMHCC,7.94,101.9,5549.4,0.0,0,420.82,5970.219999999999,0,0,1,0,0,0,0,1,1,0,0
222,0,8749-JMNKX,22.14,93.8,4750.95,0.0,0,1129.14,5880.09,0,0,1,0,0,0,0,1,1,0,0
223,0,0917-EZOLA,6.03,104.15,7689.95,0.0,0,434.16,8124.11,1,0,0,0,0,0,0,1,1,0,0
224,0,8414-MYSHR,4.59,91.4,449.75,0.0,0,22.95,472.7,1,0,0,0,0,0,0,1,1,0,0
225,0,4988-IQIGL,28.49,75.35,75.35,0.0,0,28.49,103.83999999999999,1,0,0,0,0,0,0,1,1,0,0
226,3,4706-AXVKM,4.1,84.8,906.85,0.0,0,45.099999999999994,951.95,1,0,0,0,0,0,0,1,0,1,0
227,0,5889-JTMUL,31.56,95.05,4888.7,0.0,50,1578.0,6516.7,0,0,1,0,0,0,0,1,1,0,0
228,2,9026-RNUJS,18.69,50.35,237.25,0.0,0,93.45,330.7,1,0,0,0,0,0,1,0,1,0,0
229,0,1624-NALOJ,36.36,89.8,502.6,0.0,0,181.8,684.4000000000001,1,0,0,0,0,0,0,1,1,0,0
230,3,6210-KBBPI,10.66,99.45,919.4,0.0,0,95.94,1015.3399999999999,1,0,0,0,0,0,0,1,0,1,0
231,0,2260-USTRB,9.55,70.2,115.95,0.0,0,19.1,135.05,1,0,0,0,0,0,0,1,1,0,0
232,0,8623-TMRBY,43.58,84.2,4146.05,0.0,0,2222.58,6368.63,0,0,1,0,0,0,0,1,1,0,0
233,2,6900-PXRMS,1.26,105.75,2710.25,0.0,90,32.76,2833.01,0,0,0,1,0,0,1,0,1,0,0
234,0,3346-BRMIS,0.0,48.35,810.7,0.0,0,0.0,810.7,1,0,0,0,0,0,0,1,1,0,0
235,0,2722-JMONI,24.24,49.55,49.55,0.0,0,24.24,73.78999999999999,0,0,0,0,0,1,0,1,1,0,0
236,1,7579-OOPEC,6.86,50.15,115.1,0.0,0,13.72,128.82,0,0,0,0,0,1,1,0,0,1,0
237,0,1771-OADNZ,35.38,95.9,2745.2,0.0,50,1026.02,3821.22,0,0,0,1,0,0,0,1,1,0,0
238,2,0612-RTZZA,0.0,25.25,25.25,0.0,0,0.0,25.25,0,0,0,0,0,1,1,0,1,0,0
239,0,4433-JCGCG,5.36,101.0,4680.05,0.0,0,246.56,4926.610000000001,0,0,1,0,0,0,0,1,1,0,0
240,0,9488-HGMJH,24.75,71.15,71.15,0.0,20,24.75,115.9,0,0,0,0,0,1,0,1,1,0,0
241,0,4818-QIUFN,11.82,79.15,1520.9,0.0,0,236.4,1757.3000000000002,1,0,0,0,0,0,0,1,1,0,0
242,0,6961-VCPMC,48.62,80.4,3605.2,0.0,20,2236.52,5861.719999999999,0,0,1,0,0,0,0,1,1,0,0
243,0,4424-TKOPW,25.19,93.85,196.75,0.0,0,50.38,247.13,1,0,0,0,0,0,0,1,1,0,0
244,0,4201-JMNGR,26.22,55.8,55.8,0.0,0,26.22,82.02,0,0,0,0,0,1,0,1,1,0,0
245,0,1866-RZZQS,42.06,98.4,4187.75,0.0,0,1724.46,5912.21,0,0,1,0,0,0,0,1,1,0,0
246,1,8631-NBHFZ,30.03,79.4,5154.6,0.0,150,1981.98,7286.58,1,0,0,0,0,0,1,0,0,1,0
247,0,4958-XCBDQ,39.69,101.4,3496.3,0.0,0,1389.1499999999999,4885.45,0,0,0,1,0,0,0,1,1,0,0
248,0,8337-UPOAQ,16.88,89.8,914.3,0.0,0,168.79999999999998,1083.1,1,0,0,0,0,0,0,1,1,0,0
249,0,6712-OAWRH,34.69,91.25,2351.8,0.0,0,901.9399999999999,3253.7400000000002,0,0,0,1,0,0,0,1,1,0,0
250,0,5914-DVBWJ,2.36,85.45,1505.85,0.0,0,42.48,1548.33,1,0,0,0,0,0,0,1,1,0,0
251,0,8644-XLFBW,28.46,71.65,71.65,0.0,0,28.46,100.11000000000001,0,0,0,0,0,1,0,1,1,0,0
252,0,1833-VGRUM,48.95,74.2,74.2,0.0,0,48.95,123.15,0,0,0,0,0,1,0,1,1,0,0
253,0,8374-XGEJJ,31.25,101.0,4388.4,0.0,150,1343.75,5882.15,0,0,1,0,0,0,0,1,1,0,0
254,0,6946-LMSQS,33.63,89.05,2177.45,0.0,0,840.7500000000001,3018.2,0,0,0,1,0,0,0,1,1,0,0
255,0,4039-HEUNW,16.61,96.5,3436.1,0.0,0,597.96,4034.06,1,0,0,0,0,0,0,1,1,0,0
256,1,0812-WUPTB,49.6,70.85,70.85,0.0,0,49.6,120.44999999999999,0,0,0,0,0,1,1,0,0,1,0
257,0,2403-BCASL,45.04,111.95,4534.9,0.0,0,1846.6399999999999,6381.539999999999,0,0,1,0,0,0,0,1,1,0,0
258,2,3871-IKPYH,16.19,69.1,69.1,0.0,0,16.19,85.28999999999999,1,0,0,0,0,0,1,0,1,0,0
259,0,1304-NECVQ,43.96,78.55,149.55,0.0,0,87.92,237.47000000000003,0,0,0,0,0,1,0,1,1,0,0
260,0,5655-JSMZM,32.36,96.2,4718.25,0.0,0,1585.6399999999999,6303.889999999999,0,0,1,0,0,0,0,1,1,0,0
261,2,4505-EXZHB,8.91,74.4,434.1,0.0,20,53.46,507.56,0,0,0,0,0,1,1,0,1,0,0
262,0,8972-HJWNV,21.43,84.55,646.85,0.0,0,150.01,796.86,0,0,0,0,0,1,0,1,1,0,0
263,3,2860-RANUS,29.29,85.8,1727.5,0.0,0,585.8,2313.3,0,0,0,0,1,0,0,1,0,1,0
264,3,0406-BPDVR,33.49,101.5,5373.1,0.0,0,1808.46,7181.56,0,0,1,0,0,0,0,1,0,1,0
265,0,5276-KQWHG,15.32,69.6,131.65,0.0,0,30.64,162.29000000000002,0,0,0,0,0,1,0,1,1,0,0
266,0,9667-EQRXU,0.0,40.3,1172.95,0.0,100,0.0,1272.95,1,0,0,0,0,0,0,1,1,0,0
267,0,0946-CLJTI,3.18,98.7,5812.6,0.0,0,184.44,5997.04,0,0,1,0,0,0,0,1,1,0,0
268,0,0324-BRPCJ,21.33,100.2,6851.65,0.0,0,1450.4399999999998,8302.09,1,0,0,0,0,0,0,1,1,0,0
269,0,9189-JWSHV,13.38,93.55,2264.05,0.0,0,321.12,2585.17,1,0,0,0,0,0,0,1,1,0,0
270,0,0576-WNXXC,39.49,95.55,2510.2,0.0,0,1066.23,3576.43,1,0,0,0,0,0,0,1,1,0,0
271,2,5482-PLVPE,0.0,24.35,41.85,0.0,0,0.0,41.85,1,0,0,0,0,0,1,0,1,0,0
272,2,4902-OHLSK,20.98,98.65,2862.75,0.0,0,608.42,3471.17,1,0,0,0,0,0,1,0,1,0,0
273,0,0495-ZBNGW,6.66,79.9,343.95,0.0,20,33.3,397.25,1,0,0,0,0,0,0,1,1,0,0
274,0,2357-COQEK,28.14,103.3,2890.65,0.0,0,787.9200000000001,3678.57,1,0,0,0,0,0,0,1,1,0,0
275,3,2034-CGRHZ,3.23,102.95,2496.7,0.0,0,77.52,2574.22,1,0,0,0,0,0,0,1,0,1,0
276,3,9360-AHGNL,8.75,109.55,4830.25,0.0,0,376.25,5206.5,0,0,1,0,0,0,0,1,0,1,0
277,2,5485-WUYWF,5.57,66.4,94.55,0.0,0,11.14,105.69,1,0,0,0,0,0,1,0,1,0,0
278,3,2632-UCGVD,49.85,100.05,6871.9,0.0,0,3290.1,10162.0,1,0,0,0,0,0,0,1,0,1,0
279,3,6425-YQLLO,27.75,105.95,6975.25,0.0,0,1831.5,8806.75,1,0,0,0,0,0,0,1,0,1,0
280,0,2091-RFFBA,15.43,73.9,2217.15,0.0,0,478.33,2695.48,1,0,0,0,0,0,0,1,1,0,0
281,0,6899-PPEEA,3.3,96.55,3580.3,0.0,0,122.1,3702.4,1,0,0,0,0,0,0,1,1,0,0
282,0,4597-NUCQV,28.98,101.25,2440.15,0.0,0,695.52,3135.67,1,0,0,0,0,0,0,1,1,0,0
283,0,3754-DXMRT,43.66,44.15,92.65,0.0,0,87.32,179.97,1,0,0,0,0,0,0,1,1,0,0
284,0,7130-VTEWQ,13.8,75.75,606.25,0.0,0,110.4,716.65,1,0,0,0,0,0,0,1,1,0,0
285,0,7903-CMPEY,17.51,80.3,80.3,0.0,0,17.51,97.81,1,0,0,0,0,0,0,1,1,0,0
286,0,1704-NRWYE,43.34,80.85,751.65,0.0,0,390.06000000000006,1141.71,1,0,0,0,0,0,0,1,1,0,0
287,3,7481-ATQQS,44.88,90.85,4515.85,0.0,0,2199.1200000000003,6714.970000000001,0,0,1,0,0,0,0,1,0,1,0
288,0,0023-HGHWL,0.0,25.1,25.1,0.0,0,0.0,25.1,1,0,0,0,0,0,0,1,1,0,0
289,0,1792-UXAFY,30.37,89.15,1496.9,0.0,0,516.29,2013.19,0,0,0,0,1,0,0,1,1,0,0
290,0,6161-UUUTA,2.98,79.9,260.9,0.0,0,8.94,269.84,1,0,0,0,0,0,0,1,1,0,0
291,0,6543-XRMYR,43.61,99.7,2967.35,0.0,80,1308.3,4355.65,1,0,0,0,0,0,0,1,1,0,0
292,0,2479-BRAMR,45.84,83.75,3273.55,0.0,0,1879.44,5152.99,0,0,1,0,0,0,0,1,1,0,0
293,3,3714-JTVOV,2.9,74.15,3229.4,0.0,0,121.8,3351.2000000000003,0,0,1,0,0,0,0,1,0,1,0
294,1,8580-QVLOC,25.77,92.45,6440.25,0.0,0,1855.44,8295.69,1,0,0,0,0,0,1,0,0,1,0
295,0,2012-NWRPA,1.28,99.55,1131.2,0.0,0,14.08,1145.28,0,0,0,0,1,0,0,1,1,0,0
296,0,8808-ELEHO,5.02,81.25,585.95,0.0,0,40.16,626.11,1,0,0,0,0,0,0,1,1,0,0
297,1,9058-CBREO,22.56,50.55,50.55,0.0,0,22.56,73.11,1,0,0,0,0,0,1,0,0,1,0
298,0,8063-GBATB,31.17,85.25,2287.25,0.0,0,841.59,3128.84,1,0,0,0,0,0,0,1,1,0,0
299,0,1069-XAIEM,16.37,85.05,85.05,0.0,0,16.37,101.42,1,0,0,0,0,0,0,1,1,0,0
300,0,6987-XQSJT,45.77,79.5,4370.25,0.0,0,2471.5800000000004,6841.83,1,0,0,0,0,0,0,1,1,0,0
301,0,0722-TROQR,26.23,74.9,321.75,0.0,0,104.92,426.67,1,0,0,0,0,0,0,1,1,0,0
302,3,6402-ZFPPI,36.5,102.8,2660.2,0.0,0,912.5,3572.7,1,0,0,0,0,0,0,1,0,1,0
303,0,9965-YOKZB,10.04,83.85,790.15,0.0,0,90.35999999999999,880.51,1,0,0,0,0,0,0,1,1,0,0
304,1,0504-HHAPI,16.94,88.3,2467.75,0.0,0,457.38000000000005,2925.13,1,0,0,0,0,0,1,0,0,1,0
305,0,3791-LGQCY,33.81,100.65,5688.05,0.0,130,1893.3600000000001,7711.41,1,0,0,0,0,0,0,1,1,0,0
306,0,8166-ZZTFS,21.7,80.55,5265.1,0.0,0,1432.2,6697.3,1,0,0,0,0,0,0,1,1,0,0
307,0,2956-GGUCQ,2.05,78.85,1772.25,0.0,0,49.199999999999996,1821.45,1,0,0,0,0,0,0,1,1,0,0
308,2,2778-OCLGR,0.0,39.1,971.3,0.0,0,0.0,971.3,1,0,0,0,0,0,1,0,1,0,0
309,0,7067-KSAZT,18.69,106.25,6979.8,0.0,0,1214.8500000000001,8194.65,1,0,0,0,0,0,0,1,1,0,0
310,0,9300-AGZNL,21.85,94.0,94.0,0.0,0,21.85,115.85,1,0,0,0,0,0,0,1,1,0,0
311,2,1112-CUNAO,4.28,89.85,1424.95,0.0,0,64.2,1489.15,0,0,0,0,1,0,1,0,1,0,0
312,0,3389-YGYAI,45.16,105.5,829.55,0.0,0,361.28,1190.83,1,0,0,0,0,0,0,1,1,0,0
313,1,3070-DVEYC,32.4,73.75,545.15,0.0,0,226.79999999999998,771.9499999999999,1,0,0,0,0,0,1,0,0,1,0
314,2,5707-ORNDZ,2.45,54.55,494.05,0.0,0,22.05,516.1,0,0,0,0,0,1,1,0,1,0,0
315,0,8696-JKZNU,26.95,76.25,2841.55,0.0,0,997.15,3838.7000000000003,0,0,0,1,0,0,0,1,1,0,0
316,0,2055-PDADH,2.26,70.4,204.7,0.0,0,6.779999999999999,211.48,0,0,0,0,0,1,0,1,1,0,0
317,2,2302-ANTDP,43.04,117.45,5438.9,0.0,0,2065.92,7504.82,1,0,0,0,0,0,1,0,1,0,0
318,0,5233-GEEAX,0.0,29.4,221.9,0.0,0,0.0,221.9,0,0,0,0,0,1,0,1,1,0,0
319,0,7137-RYLPP,46.61,85.7,3171.15,0.0,0,1724.57,4895.72,0,0,0,1,0,0,0,1,1,0,0
320,0,3957-LXOLK,9.67,106.15,3152.5,0.0,0,270.76,3423.26,0,0,0,1,0,0,0,1,1,0,0
321,0,5281-BUZGT,23.33,90.85,3186.7,0.0,0,839.8799999999999,4026.58,0,0,0,1,0,0,0,1,1,0,0
322,2,2718-GAXQD,42.13,46.0,181.6,0.0,0,168.52,350.12,0,0,0,0,0,1,1,0,1,0,0
323,3,3217-FZDMN,5.21,94.45,742.95,0.0,0,41.68,784.63,0,0,0,0,0,1,0,1,0,1,0
324,0,7480-QNVZJ,18.92,95.7,4816.7,0.0,0,946.0000000000001,5762.7,1,0,0,0,0,0,0,1,1,0,0
325,3,7124-UGSUR,35.11,104.4,6405.0,0.0,0,2141.71,8546.71,1,0,0,0,0,0,0,1,0,1,0
326,0,1862-SKORY,0.0,39.3,1637.4,0.0,0,0.0,1637.4,1,0,0,0,0,0,0,1,1,0,0
327,0,4816-JBHOV,41.43,44.7,93.7,0.0,0,82.86,176.56,0,0,0,0,0,1,0,1,1,0,0
328,2,3247-ZVOUO,6.01,85.55,851.75,0.0,0,60.099999999999994,911.85,0,0,0,0,1,0,1,0,1,0,0
329,3,1268-ASBGA,9.93,85.35,1375.15,0.0,0,158.88,1534.0300000000002,0,0,0,0,1,0,0,1,0,1,0
330,0,4713-LZDRV,31.91,79.6,195.05,0.0,0,63.82,258.87,0,0,0,0,0,1,0,1,1,0,0
331,0,4325-NFSKC,28.12,90.6,1660.0,0.0,0,534.28,2194.2799999999997,0,0,0,0,1,0,0,1,1,0,0
332,3,6502-HCJTI,9.7,94.7,673.1,0.0,0,67.89999999999999,741.0,1,0,0,0,0,0,0,1,0,1,0
333,0,8258-GSTJK,48.34,77.0,237.75,0.0,0,145.02,382.77,1,0,0,0,0,0,0,1,1,0,0
334,3,2995-UPRYS,19.76,99.2,4062.2,0.0,0,790.4000000000001,4852.6,1,0,0,0,0,0,0,1,0,1,0
335,1,6686-YPGHK,36.58,85.5,4042.3,0.0,50,1719.26,5811.56,1,0,0,0,0,0,1,0,0,1,0
336,3,8020-BWHYL,7.99,75.3,1147.45,0.0,0,119.85000000000001,1267.3,1,0,0,0,0,0,0,1,0,1,0
337,0,6892-XPFPU,49.76,104.25,2433.9,0.0,0,1194.24,3628.1400000000003,0,0,0,1,0,0,0,1,1,0,0
338,0,8010-EZLOU,12.08,80.2,1217.25,0.0,0,181.2,1398.45,1,0,0,0,0,0,0,1,1,0,0
339,0,8062-YBDOE,7.23,69.65,69.65,0.0,0,7.23,76.88000000000001,1,0,0,0,0,0,0,1,1,0,0
340,0,3672-YITQD,31.65,84.1,3021.6,0.0,0,1139.3999999999999,4161.0,0,0,0,1,0,0,0,1,1,0,0
341,3,8988-ECPJR,25.84,79.6,2718.3,0.0,0,878.56,3596.86,0,0,0,1,0,0,0,1,0,1,0
342,0,3776-EKTKM,0.0,36.45,36.45,0.0,0,0.0,36.45,1,0,0,0,0,0,0,1,1,0,0
343,2,0643-OKLRP,38.31,80.35,3825.85,0.0,90,1800.5700000000002,5716.42,1,0,0,0,0,0,1,0,1,0,0
344,3,9381-NDKME,0.0,40.65,933.3,0.0,0,0.0,933.3,0,0,0,1,0,0,0,1,0,1,0
345,0,8327-LZKAS,13.84,107.55,4533.9,0.0,140,595.12,5269.0199999999995,1,0,0,0,0,0,0,1,1,0,0
346,0,1075-BGWOH,15.16,98.75,1587.55,0.0,0,242.56,1830.11,1,0,0,0,0,0,0,1,1,0,0
347,3,8485-GJCDN,30.05,69.05,318.5,0.0,0,150.25,468.75,1,0,0,0,0,0,0,1,0,1,0
348,0,6029-WTIPC,38.06,101.1,3744.05,0.0,0,1408.22,5152.27,0,0,0,1,0,0,0,1,1,0,0
349,2,3317-HRTNN,0.0,45.7,198.0,0.0,0,0.0,198.0,1,0,0,0,0,0,1,0,1,0,0
350,3,5569-OUICF,16.43,101.3,2812.2,0.0,0,460.03999999999996,3272.24,0,0,0,1,0,0,0,1,0,1,0
351,3,5747-PMBSQ,11.12,92.5,934.1,0.0,100,111.19999999999999,1145.3,1,0,0,0,0,0,0,1,0,1,0
352,3,2982-IHMFT,39.61,74.45,74.45,0.0,0,39.61,114.06,1,0,0,0,0,0,0,1,0,1,0
353,0,5143-EGQFK,0.0,29.65,291.4,0.0,110,0.0,401.4,1,0,0,0,0,0,0,1,1,0,0
354,0,6168-WFVVF,5.54,70.3,235.5,0.0,0,16.62,252.12,1,0,0,0,0,0,0,1,1,0,0
355,0,7450-NWRTR,21.89,99.45,1200.15,0.0,0,262.68,1462.8300000000002,1,0,0,0,0,0,0,1,1,0,0
356,0,6005-OBZPH,9.09,89.15,2277.65,0.0,0,236.34,2513.9900000000002,0,0,0,1,0,0,0,1,1,0,0
357,0,7932-WPTDS,0.0,24.8,24.8,0.0,0,0.0,24.8,1,0,0,0,0,0,0,1,1,0,0
358,3,7000-WCEVQ,27.11,61.6,1174.35,0.0,0,542.2,1716.55,1,0,0,0,0,0,0,1,0,1,0
359,3,5959-BELXA,25.45,96.15,3019.25,0.0,0,814.4,3833.65,0,0,0,1,0,0,0,1,0,1,0
360,0,2506-TNFCO,12.46,69.55,69.55,0.0,0,12.46,82.00999999999999,1,0,0,0,0,0,0,1,1,0,0
361,3,6060-DRTNL,27.35,84.85,415.55,0.0,20,136.75,572.3,1,0,0,0,0,0,0,1,0,1,0
362,0,8473-VUVJN,39.88,73.65,73.65,0.0,0,39.88,113.53,1,0,0,0,0,0,0,1,1,0,0
363,0,0196-VULGZ,28.71,84.35,474.9,0.0,0,172.26,647.16,1,0,0,0,0,0,0,1,1,0,0
364,2,1976-CFOCS,7.74,46.0,46.0,0.0,0,7.74,53.74,1,0,0,0,0,0,1,0,1,0,0
365,0,4631-OACRM,17.23,79.4,1156.1,0.0,0,258.45,1414.55,1,0,0,0,0,0,0,1,1,0,0
366,0,3755-JBMNH,45.9,71.8,1167.8,0.0,0,734.4,1902.1999999999998,1,0,0,0,0,0,0,1,1,0,0
367,1,6345-ULYRW,24.62,88.4,3912.9,0.0,0,1083.28,4996.18,1,0,0,0,0,0,1,0,0,1,0
368,3,0013-EXCHZ,7.38,83.9,267.4,0.0,0,22.14,289.53999999999996,1,0,0,0,0,0,0,1,0,1,0
369,0,5550-VFRLC,43.45,69.85,69.85,0.0,40,43.45,153.3,1,0,0,0,0,0,0,1,1,0,0
370,2,2657-ALMWY,18.26,84.95,2169.75,0.0,0,474.76000000000005,2644.51,0,0,0,1,0,0,1,0,1,0,0
371,0,6284-AHOOQ,46.11,90.5,1910.6,0.0,0,1014.42,2925.02,1,0,0,0,0,0,0,1,1,0,0
372,0,2460-FPSYH,0.0,55.8,2109.35,0.0,80,0.0,2189.35,1,0,0,0,0,0,0,1,1,0,0
373,1,5028-HTLJB,19.87,20.05,20.05,0.0,0,19.87,39.92,0,0,0,0,0,1,1,0,0,1,0
374,3,0875-CABNR,16.85,84.6,865.55,0.0,0,168.5,1034.05,1,0,0,0,0,0,0,1,0,1,0
375,3,6982-UQZLY,22.86,20.85,20.85,0.0,0,22.86,43.71,0,0,0,0,0,1,0,1,0,1,0
376,3,0193-ESZXP,16.94,105.5,6205.5,0.0,0,982.5200000000001,7188.02,1,0,0,0,0,0,0,1,0,1,0
377,0,4369-HTUIF,29.41,85.15,503.6,0.0,0,176.46,680.0600000000001,0,0,0,0,0,1,0,1,1,0,0
378,3,5287-QWLKY,44.66,105.1,7548.1,0.0,0,3170.8599999999997,10718.96,1,0,0,0,0,0,0,1,0,1,0
379,2,1891-UAWWU,4.77,90.8,1951.0,0.0,0,95.39999999999999,2046.4,1,0,0,0,0,0,1,0,1,0,0
380,0,3096-JRDSO,10.19,104.3,2867.75,0.0,0,275.13,3142.88,0,0,0,1,0,0,0,1,1,0,0
381,0,2398-YPMUR,37.86,70.15,916.75,0.0,90,492.18,1498.93,1,0,0,0,0,0,0,1,1,0,0
382,3,1265-XTECC,1.98,96.55,6581.9,0.0,0,134.64,6716.54,1,0,0,0,0,0,0,1,0,1,0
383,0,4871-JTKJF,31.13,69.65,69.65,0.0,0,31.13,100.78,1,0,0,0,0,0,0,1,1,0,0
384,0,1415-YFWLT,30.23,89.3,89.3,0.0,0,30.23,119.53,0,0,0,0,0,1,0,1,1,0,0
385,3,3500-RMZLT,19.11,96.3,1426.75,0.0,150,286.65,1863.4,1,0,0,0,0,0,0,1,0,1,0
386,0,2642-DTVCO,12.18,85.05,746.5,0.0,30,109.62,886.12,0,0,0,0,0,1,0,1,1,0,0
387,0,1363-TXLSL,39.1,70.3,70.3,0.0,0,39.1,109.4,0,0,0,0,0,1,0,1,1,0,0
388,0,7136-RVDTZ,0.0,45.25,3264.45,0.0,0,0.0,3264.45,1,0,0,0,0,0,0,1,1,0,0
389,1,6927-WTFIV,5.71,71.3,1389.2,0.0,0,114.2,1503.4,0,0,0,0,1,0,1,0,0,1,0
390,0,3398-ZOUAA,19.74,69.1,1474.75,0.0,0,414.53999999999996,1889.29,0,0,0,0,1,0,0,1,1,0,0
391,0,4844-JJWUY,28.82,86.0,86.0,0.0,0,28.82,114.82,0,0,0,0,0,1,0,1,1,0,0
392,0,4785-QRJHC,0.0,59.9,2816.65,0.0,150,0.0,2966.65,1,0,0,0,0,0,0,1,1,0,0
393,0,1965-AKTSX,16.36,78.95,1101.85,0.0,0,229.04,1330.8899999999999,0,0,0,0,1,0,0,1,1,0,0
394,0,7248-VZQLC,16.83,85.2,3969.35,0.0,0,791.0099999999999,4760.36,1,0,0,0,0,0,0,1,1,0,0
395,0,0011-IGKFF,27.82,98.0,1237.85,0.0,0,361.66,1599.51,0,0,0,0,1,0,0,1,1,0,0
396,0,6496-SLWHQ,35.43,105.0,294.45,0.0,0,106.28999999999999,400.74,0,0,0,0,0,1,0,1,1,0,0
397,0,9912-GVSEQ,9.28,93.85,2381.55,0.0,0,241.27999999999997,2622.83,0,0,0,1,0,0,0,1,1,0,0
398,0,5383-MMTWC,46.05,84.0,613.4,0.0,0,368.4,981.8,1,0,0,0,0,0,0,1,1,0,0
399,2,6877-LGWXO,4.98,78.55,1422.65,0.0,0,89.64000000000001,1512.2900000000002,0,0,0,0,1,0,1,0,1,0,0
400,0,5167-GBFRE,0.0,25.2,102.5,0.0,0,0.0,102.5,0,0,0,0,0,1,0,1,1,0,0
401,1,1324-NLTJE,17.19,55.0,757.1,0.0,0,257.85,1014.95,0,0,0,0,1,0,1,0,0,1,0
402,0,5567-WSELE,32.31,94.6,279.55,0.0,0,96.93,376.48,0,0,0,0,0,1,0,1,1,0,0
403,0,6646-VRFOL,39.36,103.85,5485.5,0.0,0,2086.08,7571.58,1,0,0,0,0,0,0,1,1,0,0
404,0,9090-SGQXL,47.17,105.3,7299.65,0.0,0,3207.56,10507.21,1,0,0,0,0,0,0,1,1,0,0
405,0,6595-YGXIT,47.66,88.95,2291.2,0.0,0,1191.5,3482.7,0,0,0,1,0,0,0,1,1,0,0
406,0,9835-ZIITK,48.87,110.85,7491.75,0.0,0,3225.4199999999996,10717.17,1,0,0,0,0,0,0,1,1,0,0
407,2,5649-TJHOV,0.0,36.5,1032.0,0.0,30,0.0,1062.0,0,0,0,1,0,0,1,0,1,0,0
408,0,9253-QXKBE,6.25,94.45,2653.65,0.0,0,181.25,2834.9,1,0,0,0,0,0,0,1,1,0,0
409,0,8775-LHDJH,13.02,90.6,90.6,0.0,0,13.02,103.61999999999999,0,0,0,0,0,1,0,1,1,0,0
410,3,3097-NQYSN,4.19,86.85,156.35,0.0,40,8.38,204.73,1,0,0,0,0,0,0,1,0,1,0
411,0,3565-UNOCC,22.33,99.05,2952.85,0.0,0,647.5699999999999,3600.42,1,0,0,0,0,0,0,1,1,0,0
412,3,9190-MFJLN,32.77,95.9,1777.9,0.0,0,622.6300000000001,2400.53,0,0,0,0,1,0,0,1,0,1,0
413,0,1095-JUDTC,14.22,95.05,4504.55,0.0,0,668.34,5172.89,1,0,0,0,0,0,0,1,1,0,0
414,0,5385-SUIRI,37.6,104.2,5568.35,0.0,0,1955.2,7523.55,1,0,0,0,0,0,0,1,1,0,0
415,0,6328-ZPBGN,3.62,95.15,997.65,0.0,0,39.82,1037.47,1,0,0,0,0,0,0,1,1,0,0
416,3,2856-NNASM,39.12,89.55,3856.75,0.0,0,1682.1599999999999,5538.91,1,0,0,0,0,0,0,1,0,0,1
417,2,6769-DYBQN,36.78,85.0,3969.4,0.0,0,1691.88,5661.280000000001,1,0,0,0,0,0,1,0,1,0,0
418,0,2446-BEGGB,47.35,98.25,560.6,0.0,0,284.1,844.7,1,0,0,0,0,0,0,1,1,0,0
419,3,1496-GGSUK,0.0,25.7,25.7,0.0,0,0.0,25.7,1,0,0,0,0,0,0,1,0,0,1
420,3,3296-SILRA,41.16,76.4,76.4,0.0,0,41.16,117.56,1,0,0,0,0,0,0,1,0,0,1
421,1,5180-UCIIQ,0.0,40.05,880.2,0.0,0,0.0,880.2,1,0,0,0,0,0,1,0,0,0,1
422,0,1977-STDKI,20.55,73.0,73.0,0.0,0,20.55,93.55,1,0,0,0,0,0,0,1,1,0,0
423,3,5813-UECBU,38.53,83.85,2716.3,0.0,0,1271.49,3987.79,1,0,0,0,0,0,0,1,0,1,0
424,0,4342-HENTK,12.52,70.65,142.35,0.0,0,25.04,167.39,1,0,0,0,0,0,0,1,1,0,0
425,0,1597-LHYNC,47.63,95.0,2497.2,0.0,60,1238.38,3795.58,1,0,0,0,0,0,0,1,1,0,0
426,0,8651-ENBZX,34.39,106.0,6441.4,0.0,110,2063.4,8614.8,1,0,0,0,0,0,0,1,1,0,0
427,0,9286-DOJGF,15.78,74.95,2869.85,0.0,0,599.64,3469.49,1,0,0,0,0,0,0,1,1,0,0
428,3,9661-MHUMO,8.38,49.25,49.25,0.0,0,8.38,57.63,1,0,0,0,0,0,0,1,0,1,0
